candidate,target,reference,prediction,units,absolute_error,relative_error,normalization_scale,normalized_residual,used_for_fit,geometry,source_doi,source_url,reference_method
sqrt,normal_strain_force_ev,0.0,-0.05922255213256026,eV/atom per unit normal strain,-0.05922255213256026,,0.1,-0.5922255213256026,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
quadratic,intrinsic_fault_rigid,0.06943467959307983,-0.00015706004805958034,eV/interface_cell,-0.06959173964113942,-1.002261982758184,0.006943467959307984,-10.02261982758184,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
quadratic,shockley_half_partial_rigid,0.0717731071150184,0.04961705965320953,eV/interface_cell,-0.022156047461808867,-0.3086956710164879,0.00717731071150184,-3.0869567101648787,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
quadratic,direct_half_registry_rigid,0.26732847628894085,0.2904042446895751,eV/interface_cell,0.023075768400634245,0.08631990396598414,0.026732847628894087,0.8631990396598415,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
quadratic,opening_20percent_rigid,0.1829129464964322,0.15970056228256457,eV/interface_cell,-0.02321238421386762,-0.12690399809573014,0.01829129464964322,-1.2690399809573014,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
quadratic,work_separation_rigid,0.7719163228888833,0.8020394658284161,eV/interface_cell,0.030123142939532777,0.03902384500278144,0.07719163228888834,0.3902384500278144,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
signed_quadratic_exploratory,normal_strain_force_ev,0.0,0.0944986934051415,eV/atom per unit normal strain,0.0944986934051415,,0.1,0.944986934051415,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
signed_quadratic_exploratory,cohesive_ev_atom,3.36,3.3600344697565614,eV/atom,3.446975656151707e-05,1.025885611949913e-05,0.0672,0.0005129428059749564,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
signed_quadratic_exploratory,hydrostatic_strain_curvature_ev,74.01042469890372,68.17550054984984,eV/atom per squared unit strain,-5.834924149053876,-0.07883921991789768,3.700521234945186,-1.5767843983579533,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
signed_quadratic_exploratory,normal_strain_curvature_ev,12.646038954154417,14.251914907981874,eV/atom per squared unit strain,1.6058759538274572,0.12698647850518463,0.6323019477077209,2.539729570103692,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
signed_quadratic_exploratory,simple_shear_strain_curvature_ev,2.90236959603544,2.844953931089258,eV/atom per squared unit strain,-0.05741566494618189,-0.019782340961885133,0.145118479801772,-0.3956468192377026,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
signed_quadratic_exploratory,intrinsic_fault_rigid,0.06943467959307983,-0.00015534423906703388,eV/interface_cell,-0.06959002383214687,-1.0022372716339647,0.006943467959307984,-10.022372716339648,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
signed_quadratic_exploratory,shockley_half_partial_rigid,0.0717731071150184,0.05072173900056957,eV/interface_cell,-0.021051368114448833,-0.2933043999434695,0.00717731071150184,-2.933043999434695,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
signed_quadratic_exploratory,direct_half_registry_rigid,0.26732847628894085,0.2804893100008853,eV/interface_cell,0.01316083371194443,0.049230945743765804,0.026732847628894087,0.492309457437658,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
signed_quadratic_exploratory,opening_20percent_rigid,0.1829129464964322,0.16900955205002646,eV/interface_cell,-0.013903394446405731,-0.07601099163681628,0.01829129464964322,-0.7601099163681627,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
signed_quadratic_exploratory,work_separation_rigid,0.7719163228888833,0.7795878635644116,eV/interface_cell,0.007671540675528221,0.009938306067706425,0.07719163228888834,0.09938306067706425,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
positive_two_exponential,normal_strain_force_ev,0.0,0.13679430657423586,eV/atom per unit normal strain,0.13679430657423586,,0.1,1.3679430657423586,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
positive_two_exponential,cohesive_ev_atom,3.36,3.3562324026024566,eV/atom,-0.0037675973975432875,-0.0011213087492688357,0.0672,-0.05606543746344178,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
positive_two_exponential,hydrostatic_strain_curvature_ev,74.01042469890372,70.00451567572618,eV/atom per squared unit strain,-4.005909023177537,-0.054126280716193145,3.700521234945186,-1.0825256143238629,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
positive_two_exponential,normal_strain_curvature_ev,12.646038954154417,14.123411502712898,eV/atom per squared unit strain,1.4773725485584812,0.1168249246989028,0.6323019477077209,2.336498493978056,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
positive_two_exponential,simple_shear_strain_curvature_ev,2.90236959603544,2.8123628212419645,eV/atom per squared unit strain,-0.09000677479347541,-0.03101147934998433,0.145118479801772,-0.6202295869996866,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
positive_two_exponential,intrinsic_fault_rigid,0.06943467959307983,-0.00015705965468763646,eV/interface_cell,-0.06959173924776747,-1.0022619770928314,0.006943467959307984,-10.022619770928314,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
positive_two_exponential,shockley_half_partial_rigid,0.0717731071150184,0.04961702639298479,eV/interface_cell,-0.022156080722033608,-0.3086961344243865,0.00717731071150184,-3.0869613442438646,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
positive_two_exponential,direct_half_registry_rigid,0.26732847628894085,0.29040396320528306,eV/interface_cell,0.023075486916342203,0.08631885101309282,0.026732847628894087,0.8631885101309282,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
positive_two_exponential,opening_20percent_rigid,0.1829129464964322,0.15970074066102108,eV/interface_cell,-0.023212205835411115,-0.12690302288615682,0.01829129464964322,-1.2690302288615682,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
positive_two_exponential,work_separation_rigid,0.7719163228888833,0.8020395449405728,eV/interface_cell,0.03012322205168949,0.039023947490777054,0.07719163228888834,0.39023947490777056,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
squared_envelope,normal_strain_force_ev,0.0,0.10179822197050559,eV/atom per unit normal strain,0.10179822197050559,,0.1,1.0179822197050559,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
squared_envelope,cohesive_ev_atom,3.36,3.360086699931566,eV/atom,8.669993156606992e-05,2.5803551061330336e-05,0.0672,0.0012901775530665168,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
squared_envelope,hydrostatic_strain_curvature_ev,74.01042469890372,70.72589882185655,eV/atom per squared unit strain,-3.284525877047173,-0.04437923293116605,3.700521234945186,-0.8875846586233209,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
squared_envelope,normal_strain_curvature_ev,12.646038954154417,14.050371041309607,eV/atom per squared unit strain,1.4043320871551899,0.11104916663994976,0.6323019477077209,2.2209833327989954,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
squared_envelope,simple_shear_strain_curvature_ev,2.90236959603544,2.7542592736517815,eV/atom per squared unit strain,-0.1481103223836584,-0.05103082756447462,0.145118479801772,-1.0206165512894925,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
squared_envelope,intrinsic_fault_rigid,0.06943467959307983,-0.00015681565066054577,eV/interface_cell,-0.06959149524374038,-1.0022584629407028,0.006943467959307984,-10.022584629407028,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
squared_envelope,shockley_half_partial_rigid,0.0717731071150184,0.06556885981141933,eV/interface_cell,-0.0062042473035990725,-0.08644250685227538,0.00717731071150184,-0.8644250685227537,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
squared_envelope,direct_half_registry_rigid,0.26732847628894085,0.26358072597182464,eV/interface_cell,-0.0037477503171162163,-0.014019270857869538,0.026732847628894087,-0.14019270857869537,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
squared_envelope,opening_20percent_rigid,0.1829129464964322,0.1701776496425871,eV/interface_cell,-0.012735296853845085,-0.06962490680829689,0.01829129464964322,-0.6962490680829687,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
squared_envelope,work_separation_rigid,0.7719163228888833,0.7826660209658544,eV/interface_cell,0.010749698076971015,0.013925988812803514,0.07719163228888834,0.13925988812803514,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
angular_tied,normal_strain_force_ev,0.0,0.03985010437394765,eV/atom per unit normal strain,0.03985010437394765,,0.1,0.3985010437394765,True,fixed target FCC; not an error silently relaxed away,10.1103/PhysRevB.59.3393,https://www.ctcms.nist.gov/potentials/Download/1999--Mishin-Y-Farkas-D-Mehl-M-J-Papaconstantopoulos-D-A--Al/2/Al99.eam.alloy,0 K EAM rigid interface / affine bulk; not experiment
