model,ring,tolerance,component,candidate_gradient,source_gradient,units
joint_trial,9,2e-12,8,-0.06866500628974632,-5.634851960034659e-11,eV/L0
joint_trial,9,2e-12,9,-0.11175528781276053,1.2182804675557428e-10,eV/L0
joint_trial,9,2e-12,10,0.10941674198256837,1.8843262020173945e-11,eV/L0
joint_trial,9,2e-12,11,0.22781629140013493,4.219110477654553e-11,eV/L0
joint_trial,9,2e-12,12,0.19416208173482682,1.12658672321575e-10,eV/L0
joint_trial,9,2e-12,13,-0.1798521417004231,-9.485236901474181e-10,eV/L0
joint_trial,9,2e-12,14,-0.16160426077725754,-6.627692838989674e-11,eV/L0
joint_trial,9,2e-12,15,-0.11692335270872524,1.2289099631575956e-10,eV/L0
joint_trial,9,2e-12,16,0.18471321399945959,-6.389049359012411e-11,eV/L0
joint_trial,9,2e-12,17,0.12069482191104255,-4.6131253331194166e-11,eV/L0
joint_trial,9,2e-12,18,0.14655850377249321,1.5156199646010338e-10,eV/L0
joint_trial,9,2e-12,19,-0.062433098639332996,7.180343819523927e-11,eV/L0
joint_trial,9,2e-12,20,0.07698677476055546,1.5806388142802774e-10,eV/L0
joint_trial,9,2e-12,21,-0.0388757762875731,2.2506543330413908e-10,eV/L0
joint_trial,9,2e-12,22,0.09865807057719372,-2.1777354052010534e-10,eV/L0
joint_trial,9,2e-12,23,0.07671231964126511,-2.6054750718040864e-10,eV/L0
joint_trial,9,2e-12,24,-0.06513092338767462,1.450336465508295e-10,eV/L0
joint_trial,9,2e-12,25,-0.18488289296440286,2.7293306503750614e-11,eV/L0
joint_trial,9,2e-12,26,-0.12147644438607716,2.537238336097758e-10,eV/L0
joint_trial,9,2e-12,27,-0.20841155766022101,1.5897691670041514e-10,eV/L0
joint_trial,9,2e-12,28,0.5398477344602154,-3.4303356856446587e-10,eV/L0
joint_trial,9,2e-12,29,-0.11950541759600017,-5.815114015317313e-11,eV/L0
joint_trial,9,2e-12,30,0.023519360701815338,-7.849654867081446e-11,eV/L0
joint_trial,9,2e-12,31,-0.24324652581544348,-1.0499828784205079e-10,eV/L0
joint_trial,9,2e-12,32,0.07478704981539422,-1.2330071685884292e-10,eV/L0
joint_trial,9,2e-12,33,0.0533825745562133,9.871063732028174e-11,eV/L0
joint_trial,9,2e-12,34,0.2706255059156563,-1.6286666459919275e-11,eV/L0
joint_trial,9,2e-12,35,-0.10656322378073074,-2.0873561559775489e-10,eV/L0
joint_trial,9,2e-12,36,-0.21131255632554646,4.574401118312421e-10,eV/L0
joint_trial,9,2e-12,37,-0.5605070047890202,4.169301570655648e-10,eV/L0
joint_trial,9,2e-12,38,0.13063685554814627,1.0800127112076119e-10,eV/L0
joint_trial,9,2e-12,39,-0.004820990444766152,-1.3143699323370228e-10,eV/L0
joint_trial,9,2e-12,40,0.09823402726612204,6.60355789147693e-11,eV/L0
joint_trial,9,2e-12,41,0.14467541217678725,-3.2813626121841466e-10,eV/L0
joint_trial,9,2e-12,42,-0.05762044683001714,6.087430733103805e-11,eV/L0
joint_trial,9,2e-12,43,-0.10082611495439772,3.5821663690871475e-10,eV/L0
joint_trial,9,2e-12,44,-0.12651653589488146,-7.721874528687778e-11,eV/L0
joint_trial,9,2e-12,45,0.1424481039297908,5.677506121487541e-11,eV/L0
joint_trial,9,2e-12,46,0.004586697405725322,-1.9642593107604966e-10,eV/L0
joint_trial,9,2e-12,47,-0.04610293344424479,-8.386901936829894e-11,eV/L0
joint_trial,9,2e-12,48,-0.07633759392810574,1.4249560559287389e-10,eV/L0
joint_trial,9,2e-12,49,-0.03433689267209962,-3.4605429632961204e-11,eV/L0
joint_trial,9,2e-12,50,-0.1372269881211554,3.5174169132901056e-11,eV/L0
joint_trial,9,2e-12,51,0.2229790436921558,-3.127888959127134e-10,eV/L0
joint_trial,9,2e-12,52,0.21226987162179506,8.667559725505924e-12,eV/L0
joint_trial,9,2e-12,53,0.1591914482627329,-1.4726974501000356e-10,eV/L0
joint_trial,7,2e-13,0,0.10718328012090153,-1.5475172358836442e-10,eV/L0
joint_trial,7,2e-13,1,-0.1090158569533402,1.143303646200522e-10,eV/L0
joint_trial,7,2e-13,2,-0.06287624706831074,-3.7692667390065715e-10,eV/L0
joint_trial,7,2e-13,3,-0.000152498982340675,-2.823877954388765e-10,eV/L0
joint_trial,7,2e-13,4,-0.09583782709144714,4.890200744345208e-11,eV/L0
joint_trial,7,2e-13,5,-0.02998709385247455,1.81823016929053e-10,eV/L0
joint_trial,7,2e-13,6,0.09247047383327557,-7.026818623495634e-11,eV/L0
joint_trial,7,2e-13,7,0.02820240869869101,-1.9972870579643143e-10,eV/L0
joint_trial,7,2e-13,8,-0.06866609433634338,-5.634851960034659e-11,eV/L0
joint_trial,7,2e-13,9,-0.11175528780445573,1.2182804675557428e-10,eV/L0
joint_trial,7,2e-13,10,0.10941586710771573,1.8843262020173945e-11,eV/L0
joint_trial,7,2e-13,11,0.22781459733480092,4.219110477654553e-11,eV/L0
joint_trial,7,2e-13,12,0.19416208164183585,1.12658672321575e-10,eV/L0
joint_trial,7,2e-13,13,-0.1798544504071602,-9.485236901474181e-10,eV/L0
joint_trial,7,2e-13,14,-0.16160587394975234,-6.627692838989674e-11,eV/L0
joint_trial,7,2e-13,15,-0.11692335292111707,1.2289099631575956e-10,eV/L0
joint_trial,7,2e-13,16,0.1847171673356922,-6.389049359012411e-11,eV/L0
joint_trial,7,2e-13,17,0.12069339802587936,-4.6131253331194166e-11,eV/L0
joint_trial,7,2e-13,18,0.14655850396290276,1.5156199646010338e-10,eV/L0
joint_trial,7,2e-13,19,-0.06243165376832657,7.180343819523927e-11,eV/L0
joint_trial,7,2e-13,20,0.07698685625385246,1.5806388142802774e-10,eV/L0
joint_trial,7,2e-13,21,-0.0388757763038591,2.2506543330413908e-10,eV/L0
joint_trial,7,2e-13,22,0.09865715376043896,-2.1777354052010534e-10,eV/L0
joint_trial,7,2e-13,23,0.07671016190566586,-2.6054750718040864e-10,eV/L0
joint_trial,7,2e-13,24,-0.0651309231040266,1.450336465508295e-10,eV/L0
joint_trial,7,2e-13,25,-0.18488638631150295,2.7293306503750614e-11,eV/L0
joint_trial,7,2e-13,26,-0.12147765314321343,2.537238336097758e-10,eV/L0
joint_trial,7,2e-13,27,-0.20841155740398792,1.5897691670041514e-10,eV/L0
joint_trial,7,2e-13,28,0.5398520974724971,-3.4303356856446587e-10,eV/L0
joint_trial,7,2e-13,29,-0.11950572805742343,-5.815114015317313e-11,eV/L0
joint_trial,7,2e-13,30,0.023519360693537775,-7.849654867081446e-11,eV/L0
joint_trial,7,2e-13,31,-0.24324546506922037,-1.0499828784205079e-10,eV/L0
joint_trial,7,2e-13,32,0.07478860568011061,-1.2330071685884292e-10,eV/L0
joint_trial,7,2e-13,33,0.05338257457759279,9.871063732028174e-11,eV/L0
joint_trial,7,2e-13,34,0.2706243452087286,-1.6286666459919275e-11,eV/L0
joint_trial,7,2e-13,35,-0.10656449683799457,-2.0873561559775489e-10,eV/L0
joint_trial,7,2e-13,36,-0.21131255615893685,4.574401118312421e-10,eV/L0
joint_trial,7,2e-13,37,-0.5605115143638936,4.169301570655648e-10,eV/L0
joint_trial,7,2e-13,38,0.13063756860890077,1.0800127112076119e-10,eV/L0
joint_trial,7,2e-13,39,-0.0048209902513202535,-1.3143699323370228e-10,eV/L0
joint_trial,7,2e-13,40,0.09823719055125349,6.60355789147693e-11,eV/L0
joint_trial,7,2e-13,41,0.144676908479921,-3.2813626121841466e-10,eV/L0
joint_trial,7,2e-13,42,-0.05762044684306008,6.087430733103805e-11,eV/L0
joint_trial,7,2e-13,43,-0.10082523827288514,3.5821663690871475e-10,eV/L0
joint_trial,7,2e-13,44,-0.12651438274985857,-7.721874528687778e-11,eV/L0
joint_trial,7,2e-13,45,0.14244810417350506,5.677506121487541e-11,eV/L0
joint_trial,7,2e-13,46,0.004585149534229168,-1.9642593107604966e-10,eV/L0
joint_trial,7,2e-13,47,-0.04610266082246582,-8.386901936829894e-11,eV/L0
joint_trial,7,2e-13,48,-0.0763375941864036,1.4249560559287389e-10,eV/L0
joint_trial,7,2e-13,49,-0.03434054388766606,-3.4605429632961204e-11,eV/L0
joint_trial,7,2e-13,50,-0.13722548069448195,3.5174169132901056e-11,eV/L0
joint_trial,7,2e-13,51,0.2229790435574503,-3.127888959127134e-10,eV/L0
joint_trial,7,2e-13,52,0.21227191782782326,8.667559725505924e-12,eV/L0
joint_trial,7,2e-13,53,0.1591929182921714,-1.4726974501000356e-10,eV/L0
