time_model_units,survival,surface_demo_CDF,interface_demo_CDF,premature_intermediate_CDF,mass_residual
0.014355187307652244,0.9998703243832973,7.996087597866728e-05,4.9714740723645986e-05,0.04215141038704229,-4.440892098500626e-16
0.01611809075440332,0.9998371625939239,0.00010043374018884758,6.240366588686415e-05,0.04720382198009121,-4.440892098500626e-16
0.018097489360427592,0.999795617656681,0.00012609210054872818,7.829024276980933e-05,0.0528449466319616,-4.440892098500626e-16
0.020319970034994042,0.9997436097430499,0.0001582265584990417,9.816369845050533e-05,0.059139041963021444,-5.551115123125783e-16
0.022815384719933333,0.9996785588592234,0.0001984397520654905,0.00012300138871052996,0.06615625764931166,-5.551115123125783e-16
0.025617251355298076,0.9995972708735771,0.0002487181387748766,0.0001540109876474412,0.07397287681270026,-5.551115123125783e-16
0.02876320408602072,0.9994958000673286,0.0003115188444745986,0.00019268108819599523,0.08267147683912457,-7.771561172376096e-16
0.03229549875666013,0.9993692843564326,0.00038987416974610434,0.0002408414738204788,0.09234097702854227,-7.771561172376096e-16
0.03626158048394708,0.9992117490982111,0.0004875165627654281,0.00030073433902265927,0.10307653283695406,-7.771561172376096e-16
0.040714720930656215,0.9990158753309272,0.0006090270009166282,0.00037509766815522864,0.11497922775994485,-9.992007221626409e-16
0.04571473384054702,0.9987727284944792,0.0007600097178441379,0.00046726178767548046,0.1281555042358511,-1.1102230246251565e-15
0.051328778445304514,0.9984714442685378,0.000947295995485837,0.0005812597359752185,0.14271626457430775,-1.1102230246251565e-15
0.05763226153469017,0.9980988692906694,0.0011791792213177352,0.0007219514880116365,0.15877556232277956,-1.2212453270876722e-15
0.06470985030633965,0.9976391563535362,0.0014656824820070502,0.0008951611644556291,0.17644879445826955,-1.1102230246251565e-15
0.07265660959961488,0.9970733164090564,0.0018188585068119204,0.0011078250841304632,0.19585029653698327,-1.2212453270876722e-15
0.08157927878862155,0.996378733495569,0.002253119668461254,0.0013681468359683867,0.217090238192029,-1.3322676295501878e-15
0.09159770548537836,0.9955286536628059,0.002785592897912106,0.001685753439280831,0.24027071754608842,-1.2212453270876722e-15
0.1028464553103691,0.9944916650928013,0.0034364907277398275,0.002071844179457519,0.2654809633957621,-1.3322676295501878e-15
0.11547661935261268,0.9932311936953343,0.0042294853017965815,0.002539321002867864,0.2927915774801131,-1.2212453270876722e-15
0.12965784359671317,0.9917050459820465,0.005192067289293561,0.0031028867286589084,0.3222477906579866,-1.1102230246251565e-15
0.14558060757577415,0.9898650380677569,0.006355866657398415,0.00377909527484386,0.3538617719163568,-7.771561172376096e-16
0.16345878285661067,0.9876567547822495,0.007756907910845695,0.004586337306904098,0.38760412350265394,-7.771561172376096e-16
0.18353250572235458,0.9850194841529674,0.009435769738930143,0.0055447461081016974,0.4233948240629972,-7.771561172376096e-16
0.2060714026377801,0.9818863675948908,0.011437619338327583,0.00667601306678068,0.4610940472080173,-9.992007221626409e-16
0.2313782118211976,0.9781847926308891,0.013812096452738332,0.008003110916371525,0.5004934837652428,-1.1102230246251565e-15
0.25979284956718174,0.9738370310913635,0.016613032653998223,0.00954993625463694,0.5413090231468971,-1.2212453270876722e-15
0.2916969759382206,0.9687610913375453,0.019898008172943075,0.011340900489510489,0.5831758829507281,-1.1102230246251565e-15
0.32751912115078996,0.9628717107700304,0.023727770937606165,0.013400518292362397,0.6256474817940818,-9.992007221626409e-16
0.3677404415125124,0.9560813713212115,0.02816556767829208,0.01575306100049518,0.6681994768544237,-1.2212453270876722e-15
0.4129011822230558,0.9483011867872884,0.033276459932032265,0.01842235328067835,0.7102403656253502,-9.992007221626409e-16
0.46360793384590654,0.9394415011293646,0.039126711340875996,0.021431787529758325,0.7511297994931486,-1.1102230246251565e-15
0.5205417799185674,0.9294120658573706,0.04578332882681827,0.024804605315810215,0.7902051938988702,-9.992007221626409e-16
0.5844674451383596,0.9181217415461906,0.053313812816169426,0.02856444563763875,0.8268162891375832,-1.2212453270876722e-15
0.6562435670005211,0.9054777905139553,0.061786119479741816,0.032736090006301836,0.860366018948622,-1.1102230246251565e-15
0.7368342288553298,0.8913849744295319,0.07126876760521654,0.037346257965250575,0.8903544826687637,-9.992007221626409e-16
0.827321909294079,0.8757448048285563,0.08183094922405329,0.04242424594738947,0.9164212291117448,-8.881784197001252e-16
0.928922021797644,0.8584553713349466,0.0935424463655453,0.04800218229950726,0.9383798323674494,-7.771561172376096e-16
1.0429992399414358,0.8394121573313537,0.10647313372311629,0.05411470894552929,0.9562383632997029,-7.771561172376096e-16
1.1710858274338447,0.8185101415306062,0.12069186516953914,0.06079799329985394,0.9702003157838833,-7.771561172376096e-16
1.3149022191937718,0.7956473114480396,0.1362645924560299,0.06808809609593003,0.9806431062650427,-4.440892098500626e-16
1.4763801299084358,0.7707295441230335,0.15325162770256925,0.07601882817439662,0.9880752641062224,-5.551115123125783e-16
1.657688500461215,0.7436767000036646,0.1717040188828922,0.08461928111344287,0.9930781036050533,-3.3306690738754696e-16
1.8612626307370967,0.7144297493243785,0.19165905341031034,0.09391119726531061,0.996241697522268,-5.551115123125783e-16
2.089836890112055,0.68295877735737,0.2131349481267179,0.10390627451591154,0.9981068452666356,-5.551115123125783e-16
2.3464814449875018,0.6492717349039251,0.2361248394403353,0.11460342565573908,0.9991233864695597,-4.440892098500626e-16
2.6346434966871572,0.6134237588167067,0.26059026388349665,0.1259859772997961,0.9996307108033278,-5.551115123125783e-16
2.9581935836159556,0.5755267630923026,0.28645441604568483,0.13801882086201234,0.99986009973063,-2.220446049250313e-16
3.321477569602928,0.5357588061850302,0.31359558364662227,0.1506456101683472,0.9999529562580278,-3.3306690738754696e-16
3.7293750167256157,0.4943725017149349,0.3418412880308592,0.16378621025420548,0.999986162455585,-3.3306690738754696e-16
4.187364726668886,0.45170148572900304,0.3709638025386701,0.17733471173232654,0.9999964977123196,-3.3306690738754696e-16
4.701598330957237,0.40816371420232833,0.4006778702402266,0.19115841555744462,0.9999992512008096,-4.440892098500626e-16
5.2789829185108506,0.3642601812334357,0.43064156654567737,0.2050982522208866,0.9999998675351826,-3.3306690738754696e-16
5.927273810363017,0.32056758167925203,0.46046130306854904,0.2189711152521986,0.9999999810568118,-3.3306690738754696e-16
6.655178727671639,0.27772356965995004,0.4897018875887597,0.23257454275128997,0.9999999978665729,-2.220446049250313e-16
7.4724747521897275,0.2364036723084914,0.5179022799875912,0.24569404770391703,0.9999999998162462,-3.3306690738754696e-16
8.390139650186113,0.19728968116230947,0.5445971647600598,0.2581131540776303,0.9999999999882881,-4.440892098500626e-16
9.420499323734315,0.1610304953859447,0.5693436750976556,0.2696258295163994,0.9999999999994676,-2.220446049250313e-16
10.57739336990775,0.12819788414173022,0.5917515846016476,0.28005053125662194,0.9999999999999835,-2.220446049250313e-16
11.876360971640985,0.0992412990541352,0.6115141472976565,0.28924455364820834,0.9999999999999997,0.0
13.334849617108201,0.07444737966733281,0.6284357347320595,0.2971168856006077,1.0,0.0
14.972449451098253,0.05391069333726291,0.6424518056858176,0.3036375009769194,1.0,0.0
16.811156406149735,0.037522014371611824,0.6536369055373255,0.30884108009106237,1.0,-3.3306690738754696e-16
18.8756676477742,0.024978657015516867,0.6621976141090854,0.3128237288753974,1.0,-4.440892098500626e-16
21.19371330213155,0.015817946587078153,0.6684497019721518,0.31573235144076994,1.0,-1.1102230246251565e-16
23.79642892186194,0.009470307464901006,0.6727818984567917,0.31774779407830683,1.0,-4.440892098500626e-16
26.718773692964596,0.005323761460597231,0.6756118721962371,0.3190643663431641,1.0,-1.5543122344752192e-15
30.0,0.0027883913332761613,0.6773422354606619,0.31986937320606,1.0,-1.9984014443252818e-15
