profile,target,upper_error_dual,lower_error_dual,absolute_dual_weight
interface_only,v19_new_1_Hxx,-0.0,-0.0,0.0
interface_only,v19_new_2_Haa,-0.0,-0.0,0.0
interface_only,v19_new_2_Hxx,-0.0,-0.21210044370788975,0.21210044370788975
interface_only,v19_new_3_Haa,-0.0,-0.0,0.0
interface_only,v19_new_3_Hxx,-0.0,-0.0,0.0
interface_only,v19_new_4_Haa,-0.0,-0.0,0.0
interface_only,v19_new_4_Hxx,-0.0,-0.0,0.0
interface_only,v19_new_5_Haa,-0.0,-0.0,0.0
interface_only,v19_new_5_Hxx,-0.0,-0.0,0.0
interface_only,v19_new_6_Haa,-0.0,-0.0,0.0
interface_only,v19_new_6_Hxx,-0.0,-0.0,0.0
interface_only,v19_new_7_Haa,-0.0,-0.0,0.0
interface_only,v19_new_7_Hxx,-0.0,-0.0,0.0
interface_only,v19_new_8_Haa,-0.0,-0.0,0.0
interface_only,v19_new_8_Hxx,-0.0,-0.0,0.0
interface_only,v19_new_9_Haa,-0.0,-0.0,0.0
interface_only,v19_new_9_Hxx,-0.0,-0.0,0.0
interface_only,v19_power_new_0_Haa,-0.0,-0.0,0.0
interface_only,v19_power_new_0_Hxx,-0.0,-0.0,0.0
interface_only,v19_power_new_1_Haa,-0.0,-0.0,0.0
interface_only,v19_power_new_1_Hxx,-0.0,-0.0,0.0
interface_only,v19_power_new_2_Haa,-0.0,-0.0,0.0
interface_only,v19_power_new_2_Hxx,-0.0,-0.0,0.0
interface_only,v19_power_new_3_Haa,-0.0,-0.0,0.0
interface_only,v19_power_new_3_Hxx,-0.0,-0.0,0.0
interface_only,v19_power_new_4_Haa,-0.0,-0.035017278231037174,0.035017278231037174
interface_only,v19_power_new_4_Hxx,-0.0,-0.0,0.0
interface_only,v19_power_new_5_Haa,-0.0,-0.0,0.0
interface_only,v19_power_new_5_Hxx,-0.0,-0.0,0.0
interface_only,v19_power_new_6_Haa,-0.0,-0.0,0.0
interface_only,v19_power_new_6_Hxx,-0.0,-0.0,0.0
interface_only,v19_power_new_7_Haa,-0.0,-0.0,0.0
interface_only,v19_power_new_7_Hxx,-0.0,-0.0,0.0
interface_only,v19_power_new_8_Haa,-0.0,-0.0,0.0
interface_only,v19_power_new_8_Hxx,-0.0,-0.0,0.0
interface_only,v19_power_new_9_Haa,-0.0,-0.0,0.0
interface_only,v19_power_new_9_Hxx,-0.0,-0.0,0.0
interface_only,v20_new_0_Haa,-0.0,-0.0,0.0
interface_only,v20_new_0_Hxx,-0.0,-0.0,0.0
interface_only,v20_new_1_Haa,-0.0,-0.0,0.0
interface_only,v20_new_1_Hxx,-0.0,-0.0,0.0
interface_only,v20_new_2_Haa,-0.0,-0.0,0.0
interface_only,v20_new_2_Hxx,-0.0,-0.0,0.0
interface_only,v20_new_3_Haa,-0.0,-0.0,0.0
interface_only,v20_new_3_Hxx,-0.0,-0.0,0.0
interface_only,v20_new_4_Haa,-0.0,-0.0,0.0
interface_only,v20_new_4_Hxx,-0.0,-0.0,0.0
interface_only,v20_new_5_Haa,-0.0,-0.0,0.0
interface_only,v20_new_5_Hxx,-0.0,-0.0,0.0
interface_only,v20_new_6_Haa,-0.0,-0.0,0.0
interface_only,v20_new_6_Hxx,-0.0,-0.0,0.0
interface_only,v20_new_7_Haa,-0.0,-0.0,0.0
interface_only,v20_new_7_Hxx,-0.0,-0.0,0.0
interface_only,v20_new_8_Haa,-0.0,-0.0,0.0
interface_only,v20_new_8_Hxx,-0.0,-0.0,0.0
interface_only,v20_new_9_Haa,-0.0,-0.0,0.0
interface_only,v20_new_9_Hxx,-0.0,-0.0,0.0
interface_only,v20_new_10_Haa,-0.0,-0.0,0.0
interface_only,v20_new_10_Hxx,-0.0,-0.0,0.0
interface_only,v20_new_11_Haa,-0.0,-0.7261241138874592,0.7261241138874592
interface_only,v20_new_11_Hxx,-0.0,-0.0,0.0
interface_plus_K,saddle_Haa,-0.0,-0.0,0.0
interface_plus_K,saddle_Hxx,-0.02675816417361387,-0.0,0.02675816417361387
interface_plus_K,fault_Haa,-0.0,-0.0,0.0
interface_plus_K,fault_Hxx,-0.0,-0.0,0.0
interface_plus_K,saddle_normal_path_coupling,-0.0,-0.0,0.0
interface_plus_K,new_direct_017_Haa,-0.0,-0.0,0.0
interface_plus_K,new_direct_039_Haa,-0.0,-0.0,0.0
interface_plus_K,new_raised_direct_Haa,-0.0,-0.0,0.0
interface_plus_K,new_off_path_positive_Haa,-0.0,-0.0,0.0
interface_plus_K,new_off_path_negative_Haa,-0.0,-0.0,0.0
interface_plus_K,new_shockley_058_Haa,-0.0,-0.0,0.0
interface_plus_K,v16_direct011_Haa,-0.0,-0.0,0.0
interface_plus_K,v16_direct031_Haa,-0.0,-0.0,0.0
interface_plus_K,v16_raised043_Haa,-0.0,-0.0,0.0
interface_plus_K,v16_off_plus_Haa,-0.0,-0.0,0.0
interface_plus_K,v16_off_minus_Haa,-0.0,-0.0,0.0
interface_plus_K,v16_shockley043_Haa,-0.0,-0.0,0.0
interface_plus_K,v16_opening1.21_Haa,-0.0,-0.0,0.0
interface_plus_K,v16_opening1.62_Haa,-0.0,-0.0,0.0
interface_plus_K,v16_opening1.93_Haa,-0.0,-0.0,0.0
interface_plus_K,v16_opening2.71_Haa,-0.0,-0.0,0.0
interface_plus_K,v16_opening4.3_Haa,-0.0,-0.0,0.0
interface_plus_K,v16_opening6.2_Haa,-0.0,-0.0,0.0
interface_plus_K,v17_near_0.985_Haa,-0.0,-0.0,0.0
interface_plus_K,v17_near_1.015_Haa,-0.0,-0.0,0.0
interface_plus_K,v17_near_1.065_Haa,-0.0,-0.0,0.0
interface_plus_K,v17_near_1.095_Haa,-0.0,-0.0,0.0
interface_plus_K,v17_direct023_Haa,-0.0,-0.0,0.0
interface_plus_K,v17_direct023_Hxx,-0.0,-0.0,0.0
interface_plus_K,v17_direct047_Haa,-0.0,-0.0,0.0
interface_plus_K,v17_direct047_Hxx,-0.0,-0.0,0.0
interface_plus_K,v17_off_plus_Haa,-0.0,-0.0,0.0
interface_plus_K,v17_off_plus_Hxx,-0.0,-0.0,0.0
interface_plus_K,v17_off_minus_Haa,-0.0,-0.0,0.0
interface_plus_K,v17_off_minus_Hxx,-0.0,-0.0,0.0
interface_plus_K,v17_shockley067_Haa,-0.0,-0.0,0.0
interface_plus_K,v17_shockley067_Hxx,-0.0,-0.0,0.0
interface_plus_K,v17_compression_Haa,-0.0,-0.0,0.0
interface_plus_K,v17_compression_Hxx,-0.0,-0.0,0.0
interface_plus_K,v17_opening1.045_Haa,-0.0,-0.0,0.0
interface_plus_K,v17_opening1.045_Hxx,-0.0,-0.0,0.0
interface_plus_K,v17_opening1.255_Haa,-0.0,-0.0,0.0
interface_plus_K,v17_opening1.255_Hxx,-0.0,-0.0,0.0
interface_plus_K,v17_opening1.555_Haa,-0.0,-0.0,0.0
interface_plus_K,v17_opening1.555_Hxx,-0.0,-0.0,0.0
interface_plus_K,v17_opening1.855_Haa,-0.0,-0.0,0.0
interface_plus_K,v17_opening1.855_Hxx,-0.0,-0.0,0.0
interface_plus_K,v17_opening2.455_Haa,-0.0,-0.0,0.0
interface_plus_K,v17_opening2.455_Hxx,-0.0,-0.0,0.0
interface_plus_K,v17_opening3.75_Haa,-0.0,-0.0,0.0
interface_plus_K,v17_opening3.75_Hxx,-0.0,-0.0,0.0
interface_plus_K,v19_new_0_Haa,-0.0,-0.0,0.0
interface_plus_K,v19_new_0_Hxx,-0.0,-0.0,0.0
interface_plus_K,v19_new_1_Haa,-0.0,-0.0,0.0
interface_plus_K,v19_new_1_Hxx,-0.0,-0.0,0.0
interface_plus_K,v19_new_2_Haa,-0.0,-0.0,0.0
interface_plus_K,v19_new_2_Hxx,-0.0,-0.21210044370789405,0.21210044370789405
interface_plus_K,v19_new_3_Haa,-0.0,-0.0,0.0
interface_plus_K,v19_new_3_Hxx,-0.0,-0.0,0.0
interface_plus_K,v19_new_4_Haa,-0.0,-0.0,0.0
interface_plus_K,v19_new_4_Hxx,-0.0,-0.0,0.0
interface_plus_K,v19_new_5_Haa,-0.0,-0.0,0.0
interface_plus_K,v19_new_5_Hxx,-0.0,-0.0,0.0
interface_plus_K,v19_new_6_Haa,-0.0,-0.0,0.0
interface_plus_K,v19_new_6_Hxx,-0.0,-0.0,0.0
interface_plus_K,v19_new_7_Haa,-0.0,-0.0,0.0
interface_plus_K,v19_new_7_Hxx,-0.0,-0.0,0.0
interface_plus_K,v19_new_8_Haa,-0.0,-0.0,0.0
interface_plus_K,v19_new_8_Hxx,-0.0,-0.0,0.0
interface_plus_K,v19_new_9_Haa,-0.0,-0.0,0.0
interface_plus_K,v19_new_9_Hxx,-0.0,-0.0,0.0
interface_plus_K,v19_power_new_0_Haa,-0.0,-0.0,0.0
interface_plus_K,v19_power_new_0_Hxx,-0.0,-0.0,0.0
interface_plus_K,v19_power_new_1_Haa,-0.0,-0.0,0.0
interface_plus_K,v19_power_new_1_Hxx,-0.0,-0.0,0.0
interface_plus_K,v19_power_new_2_Haa,-0.0,-0.0,0.0
interface_plus_K,v19_power_new_2_Hxx,-0.0,-0.0,0.0
interface_plus_K,v19_power_new_3_Haa,-0.0,-0.0,0.0
interface_plus_K,v19_power_new_3_Hxx,-0.0,-0.0,0.0
interface_plus_K,v19_power_new_4_Haa,-0.0,-0.035017278231034954,0.035017278231034954
interface_plus_K,v19_power_new_4_Hxx,-0.0,-0.0,0.0
interface_plus_K,v19_power_new_5_Haa,-0.0,-0.0,0.0
interface_plus_K,v19_power_new_5_Hxx,-0.0,-0.0,0.0
interface_plus_K,v19_power_new_6_Haa,-0.0,-0.0,0.0
interface_plus_K,v19_power_new_6_Hxx,-0.0,-0.0,0.0
interface_plus_K,v19_power_new_7_Haa,-0.0,-0.0,0.0
interface_plus_K,v19_power_new_7_Hxx,-0.0,-0.0,0.0
interface_plus_K,v19_power_new_8_Haa,-0.0,-0.0,0.0
interface_plus_K,v19_power_new_8_Hxx,-0.0,-0.0,0.0
interface_plus_K,v19_power_new_9_Haa,-0.0,-0.0,0.0
interface_plus_K,v19_power_new_9_Hxx,-0.0,-0.0,0.0
interface_plus_K,v20_new_0_Haa,-0.0,-0.0,0.0
interface_plus_K,v20_new_0_Hxx,-0.0,-0.0,0.0
interface_plus_K,v20_new_1_Haa,-0.0,-0.0,0.0
interface_plus_K,v20_new_1_Hxx,-0.0,-0.0,0.0
interface_plus_K,v20_new_2_Haa,-0.0,-0.0,0.0
interface_plus_K,v20_new_2_Hxx,-0.0,-0.0,0.0
interface_plus_K,v20_new_3_Haa,-0.0,-0.0,0.0
interface_plus_K,v20_new_3_Hxx,-0.0,-0.0,0.0
interface_plus_K,v20_new_4_Haa,-0.0,-0.0,0.0
interface_plus_K,v20_new_4_Hxx,-0.0,-0.0,0.0
interface_plus_K,v20_new_5_Haa,-0.0,-0.0,0.0
interface_plus_K,v20_new_5_Hxx,-0.0,-0.0,0.0
interface_plus_K,v20_new_6_Haa,-0.0,-0.0,0.0
interface_plus_K,v20_new_6_Hxx,-0.0,-0.0,0.0
interface_plus_K,v20_new_7_Haa,-0.0,-0.0,0.0
interface_plus_K,v20_new_7_Hxx,-0.0,-0.0,0.0
interface_plus_K,v20_new_8_Haa,-0.0,-0.0,0.0
interface_plus_K,v20_new_8_Hxx,-0.0,-0.0,0.0
interface_plus_K,v20_new_9_Haa,-0.0,-0.0,0.0
interface_plus_K,v20_new_9_Hxx,-0.0,-0.0,0.0
interface_plus_K,v20_new_10_Haa,-0.0,-0.0,0.0
interface_plus_K,v20_new_10_Hxx,-0.0,-0.0,0.0
interface_plus_K,v20_new_11_Haa,-0.0,-0.7261241138874571,0.7261241138874571
interface_plus_K,v20_new_11_Hxx,-0.0,-0.0,0.0
interface_plus_K,v31_K0_H00,-0.0,-0.0,0.0
interface_plus_K,v31_K0_H11,-0.0,-0.0,0.0
interface_plus_K,v31_K0_H22,-0.0,-0.0,0.0
interface_plus_K,v31_K0_H01,-0.0,-0.0,0.0
interface_plus_K,v31_K0_H02,-0.0,-0.0,0.0
interface_plus_K,v31_K0_H12,-0.0,-0.0,0.0
interface_plus_K,v31_K1_H00,-0.0,-0.0,0.0
interface_plus_K,v31_K1_H11,-0.0,-0.0,0.0
interface_plus_K,v31_K1_H22,-0.0,-0.0,0.0
interface_plus_K,v31_K1_H01,-0.0,-0.0,0.0
interface_plus_K,v31_K1_H02,-0.0,-0.0,0.0
interface_plus_K,v31_K1_H12,-0.0,-0.0,0.0
interface_plus_L,saddle_Haa,-0.0,-0.0,0.0
interface_plus_L,saddle_Hxx,-0.026758164173613472,-0.0,0.026758164173613472
interface_plus_L,fault_Haa,-0.0,-0.0,0.0
interface_plus_L,fault_Hxx,-0.0,-0.0,0.0
interface_plus_L,saddle_normal_path_coupling,-0.0,-0.0,0.0
interface_plus_L,new_direct_017_Haa,-0.0,-0.0,0.0
interface_plus_L,new_direct_039_Haa,-0.0,-0.0,0.0
interface_plus_L,new_raised_direct_Haa,-0.0,-0.0,0.0
interface_plus_L,new_off_path_positive_Haa,-0.0,-0.0,0.0
interface_plus_L,new_off_path_negative_Haa,-0.0,-0.0,0.0
interface_plus_L,new_shockley_058_Haa,-0.0,-0.0,0.0
interface_plus_L,v16_direct011_Haa,-0.0,-0.0,0.0
interface_plus_L,v16_direct031_Haa,-0.0,-0.0,0.0
interface_plus_L,v16_raised043_Haa,-0.0,-0.0,0.0
interface_plus_L,v16_off_plus_Haa,-0.0,-0.0,0.0
interface_plus_L,v16_off_minus_Haa,-0.0,-0.0,0.0
interface_plus_L,v16_shockley043_Haa,-0.0,-0.0,0.0
interface_plus_L,v16_opening1.21_Haa,-0.0,-0.0,0.0
interface_plus_L,v16_opening1.62_Haa,-0.0,-0.0,0.0
interface_plus_L,v16_opening1.93_Haa,-0.0,-0.0,0.0
interface_plus_L,v16_opening2.71_Haa,-0.0,-0.0,0.0
interface_plus_L,v16_opening4.3_Haa,-0.0,-0.0,0.0
interface_plus_L,v16_opening6.2_Haa,-0.0,-0.0,0.0
interface_plus_L,v17_near_0.985_Haa,-0.0,-0.0,0.0
interface_plus_L,v17_near_1.015_Haa,-0.0,-0.0,0.0
interface_plus_L,v17_near_1.065_Haa,-0.0,-0.0,0.0
interface_plus_L,v17_near_1.095_Haa,-0.0,-0.0,0.0
interface_plus_L,v17_direct023_Haa,-0.0,-0.0,0.0
interface_plus_L,v17_direct023_Hxx,-0.0,-0.0,0.0
interface_plus_L,v17_direct047_Haa,-0.0,-0.0,0.0
interface_plus_L,v17_direct047_Hxx,-0.0,-0.0,0.0
interface_plus_L,v17_off_plus_Haa,-0.0,-0.0,0.0
interface_plus_L,v17_off_plus_Hxx,-0.0,-0.0,0.0
interface_plus_L,v17_off_minus_Haa,-0.0,-0.0,0.0
interface_plus_L,v17_off_minus_Hxx,-0.0,-0.0,0.0
interface_plus_L,v17_shockley067_Haa,-0.0,-0.0,0.0
interface_plus_L,v17_shockley067_Hxx,-0.0,-0.0,0.0
interface_plus_L,v17_compression_Haa,-0.0,-0.0,0.0
interface_plus_L,v17_compression_Hxx,-0.0,-0.0,0.0
interface_plus_L,v17_opening1.045_Haa,-0.0,-0.0,0.0
interface_plus_L,v17_opening1.045_Hxx,-0.0,-0.0,0.0
interface_plus_L,v17_opening1.255_Haa,-0.0,-0.0,0.0
interface_plus_L,v17_opening1.255_Hxx,-0.0,-0.0,0.0
interface_plus_L,v17_opening1.555_Haa,-0.0,-0.0,0.0
interface_plus_L,v17_opening1.555_Hxx,-0.0,-0.0,0.0
interface_plus_L,v17_opening1.855_Haa,-0.0,-0.0,0.0
interface_plus_L,v17_opening1.855_Hxx,-0.0,-0.0,0.0
interface_plus_L,v17_opening2.455_Haa,-0.0,-0.0,0.0
interface_plus_L,v17_opening2.455_Hxx,-0.0,-0.0,0.0
interface_plus_L,v17_opening3.75_Haa,-0.0,-0.0,0.0
interface_plus_L,v17_opening3.75_Hxx,-0.0,-0.0,0.0
interface_plus_L,v19_new_0_Haa,-0.0,-0.0,0.0
interface_plus_L,v19_new_0_Hxx,-0.0,-0.0,0.0
interface_plus_L,v19_new_1_Haa,-0.0,-0.0,0.0
interface_plus_L,v19_new_1_Hxx,-0.0,-0.0,0.0
interface_plus_L,v19_new_2_Haa,-0.0,-0.0,0.0
interface_plus_L,v19_new_2_Hxx,-0.0,-0.21210044370789632,0.21210044370789632
interface_plus_L,v19_new_3_Haa,-0.0,-0.0,0.0
interface_plus_L,v19_new_3_Hxx,-0.0,-0.0,0.0
interface_plus_L,v19_new_4_Haa,-0.0,-0.0,0.0
interface_plus_L,v19_new_4_Hxx,-0.0,-0.0,0.0
interface_plus_L,v19_new_5_Haa,-0.0,-0.0,0.0
interface_plus_L,v19_new_5_Hxx,-0.0,-0.0,0.0
interface_plus_L,v19_new_6_Haa,-0.0,-0.0,0.0
interface_plus_L,v19_new_6_Hxx,-0.0,-0.0,0.0
interface_plus_L,v19_new_7_Haa,-0.0,-0.0,0.0
interface_plus_L,v19_new_7_Hxx,-0.0,-0.0,0.0
interface_plus_L,v19_new_8_Haa,-0.0,-0.0,0.0
interface_plus_L,v19_new_8_Hxx,-0.0,-0.0,0.0
interface_plus_L,v19_new_9_Haa,-0.0,-0.0,0.0
interface_plus_L,v19_new_9_Hxx,-0.0,-0.0,0.0
interface_plus_L,v19_power_new_0_Haa,-0.0,-0.0,0.0
interface_plus_L,v19_power_new_0_Hxx,-0.0,-0.0,0.0
interface_plus_L,v19_power_new_1_Haa,-0.0,-0.0,0.0
interface_plus_L,v19_power_new_1_Hxx,-0.0,-0.0,0.0
interface_plus_L,v19_power_new_2_Haa,-0.0,-0.0,0.0
interface_plus_L,v19_power_new_2_Hxx,-0.0,-0.0,0.0
interface_plus_L,v19_power_new_3_Haa,-0.0,-0.0,0.0
interface_plus_L,v19_power_new_3_Hxx,-0.0,-0.0,0.0
interface_plus_L,v19_power_new_4_Haa,-0.0,-0.03501727823104561,0.03501727823104561
interface_plus_L,v19_power_new_4_Hxx,-0.0,-0.0,0.0
interface_plus_L,v19_power_new_5_Haa,-0.0,-0.0,0.0
interface_plus_L,v19_power_new_5_Hxx,-0.0,-0.0,0.0
interface_plus_L,v19_power_new_6_Haa,-0.0,-0.0,0.0
interface_plus_L,v19_power_new_6_Hxx,-0.0,-0.0,0.0
interface_plus_L,v19_power_new_7_Haa,-0.0,-0.0,0.0
interface_plus_L,v19_power_new_7_Hxx,-0.0,-0.0,0.0
interface_plus_L,v19_power_new_8_Haa,-0.0,-0.0,0.0
interface_plus_L,v19_power_new_8_Hxx,-0.0,-0.0,0.0
interface_plus_L,v19_power_new_9_Haa,-0.0,-0.0,0.0
interface_plus_L,v19_power_new_9_Hxx,-0.0,-0.0,0.0
interface_plus_L,v20_new_0_Haa,-0.0,-0.0,0.0
interface_plus_L,v20_new_0_Hxx,-0.0,-0.0,0.0
interface_plus_L,v20_new_1_Haa,-0.0,-0.0,0.0
interface_plus_L,v20_new_1_Hxx,-0.0,-0.0,0.0
interface_plus_L,v20_new_2_Haa,-0.0,-0.0,0.0
interface_plus_L,v20_new_2_Hxx,-0.0,-0.0,0.0
interface_plus_L,v20_new_3_Haa,-0.0,-0.0,0.0
interface_plus_L,v20_new_3_Hxx,-0.0,-0.0,0.0
interface_plus_L,v20_new_4_Haa,-0.0,-0.0,0.0
interface_plus_L,v20_new_4_Hxx,-0.0,-0.0,0.0
interface_plus_L,v20_new_5_Haa,-0.0,-0.0,0.0
interface_plus_L,v20_new_5_Hxx,-0.0,-0.0,0.0
interface_plus_L,v20_new_6_Haa,-0.0,-0.0,0.0
interface_plus_L,v20_new_6_Hxx,-0.0,-0.0,0.0
interface_plus_L,v20_new_7_Haa,-0.0,-0.0,0.0
interface_plus_L,v20_new_7_Hxx,-0.0,-0.0,0.0
interface_plus_L,v20_new_8_Haa,-0.0,-0.0,0.0
interface_plus_L,v20_new_8_Hxx,-0.0,-0.0,0.0
interface_plus_L,v20_new_9_Haa,-0.0,-0.0,0.0
interface_plus_L,v20_new_9_Hxx,-0.0,-0.0,0.0
interface_plus_L,v20_new_10_Haa,-0.0,-0.0,0.0
interface_plus_L,v20_new_10_Hxx,-0.0,-0.0,0.0
interface_plus_L,v20_new_11_Haa,-0.0,-0.7261241138874446,0.7261241138874446
interface_plus_L,v20_new_11_Hxx,-0.0,-0.0,0.0
interface_plus_L,v31_L2_H00,-0.0,-0.0,0.0
interface_plus_L,v31_L2_H11,-0.0,-0.0,0.0
interface_plus_L,v31_L2_H22,-0.0,-0.0,0.0
interface_plus_L,v31_L2_H01,-0.0,-0.0,0.0
interface_plus_L,v31_L2_H02,-0.0,-0.0,0.0
interface_plus_L,v31_L2_H12,-0.0,-0.0,0.0
interface_plus_L,v31_L3_H00,-0.0,-0.0,0.0
interface_plus_L,v31_L3_H11,-0.0,-0.0,0.0
interface_plus_L,v31_L3_H22,-0.0,-0.0,0.0
interface_plus_L,v31_L3_H01,-0.0,-0.0,0.0
interface_plus_L,v31_L3_H02,-0.0,-0.0,0.0
interface_plus_L,v31_L3_H12,-0.0,-0.0,0.0
joint,saddle_Haa,-0.0,-0.0,0.0
joint,saddle_Hxx,-0.026758164173613395,-0.0,0.026758164173613395
joint,fault_Haa,-0.0,-0.0,0.0
joint,fault_Hxx,-0.0,-0.0,0.0
joint,saddle_normal_path_coupling,-0.0,-0.0,0.0
joint,new_direct_017_Haa,-0.0,-0.0,0.0
