model,case,fraction,axis,source_angstrom,prediction_angstrom,error_angstrom,primary_component_relative_error,interpretation
shape_refinement/old_family,normal_zx50MPa,-1.0,a,-0.00030722199203045983,-0.0003047374504365266,2.4845415939332466e-06,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,normal_zx50MPa,-1.0,x,1.125969581555841e-16,5.048449428568268e-16,3.922479847012427e-16,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,normal_zx50MPa,-1.0,y,-0.0019514208919955164,-0.001951876512034716,-4.55620039199571e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,shear_xy10MPa,1.0,a,0.00012332812884870208,0.0001234711966198517,1.4306777114961528e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,shear_xy10MPa,1.0,x,2.601290218109733e-17,6.899294475773673e-16,6.6391654539627e-16,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,shear_xy10MPa,1.0,y,-0.0003902767346937707,-0.00039064850627555095,-3.7177158178022546e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,shear_xy10MPa,-1.0,a,-0.00012323053723210296,-0.00012308518644061568,1.4535079148728135e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,shear_xy10MPa,-1.0,x,-2.920328445691378e-17,1.4284876229177487e-15,1.4576909073746625e-15,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,shear_xy10MPa,-1.0,y,0.00038989302198021375,0.0003895143917673722,-3.786302128415365e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,shear_xz10MPa,1.0,a,0.0001233281288461585,0.00012347119662048758,1.4306777432906525e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,shear_xz10MPa,1.0,x,-0.0003379895667434643,-0.0003383115303816033,-3.219636381390236e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,shear_xz10MPa,1.0,y,0.00019513836734293485,0.0001953242531349821,1.858857920472546e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,shear_xz10MPa,-1.0,a,-0.0001232305372324209,-0.0001230851864393439,1.4535079307699279e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,shear_xz10MPa,-1.0,x,0.00033765726179370704,0.0003373293584122746,-3.2790338143242996e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,shear_xz10MPa,-1.0,y,-0.00019494651099076943,-0.00019475719588332206,1.893151074473722e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,shear_yz10MPa,1.0,a,0.0001233281288461585,0.00012347119661953375,1.430677733752384e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,shear_yz10MPa,1.0,x,0.00033798956674403784,0.0003383115303836019,3.219636395640447e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,shear_yz10MPa,1.0,y,0.00019513836734316497,0.00019532425313613887,1.858857929738951e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,shear_yz10MPa,-1.0,a,-0.00012323053723210296,-0.0001230851864393439,1.453507927590505e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,shear_yz10MPa,-1.0,x,-0.0003376572617940465,-0.00033732935840924275,3.279033848037566e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,shear_yz10MPa,-1.0,y,-0.00019494651099063678,-0.00019475719588389585,1.8931510674093316e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,biaxial_opposite25MPa,1.0,a,6.70413626131987e-07,2.2569639768167273e-06,1.5865503506847405e-06,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,biaxial_opposite25MPa,1.0,x,-0.0016891134721215067,-0.0016891422036937357,-2.8731572229018232e-08,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,biaxial_opposite25MPa,1.0,y,1.705943665798817e-06,4.2488087825059884e-06,2.5428651167071716e-06,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,biaxial_opposite25MPa,-1.0,a,6.70413626131987e-07,2.2569639799961646e-06,1.5865503538641777e-06,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,biaxial_opposite25MPa,-1.0,x,0.00168911347212167,0.0016891422036958146,2.873157414458663e-08,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,biaxial_opposite25MPa,-1.0,y,1.7059436653743927e-06,4.248808782692889e-06,2.542865117318496e-06,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,mixed_MPa,1.0,a,0.00022266856144752625,0.00022456949882011058,1.9009373725843303e-06,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,mixed_MPa,1.0,x,-0.0016889574792194652,-0.00168944438829086,-4.869090713948299e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,mixed_MPa,1.0,y,-0.00046674434712356703,-0.0004649183895093956,1.8259576141714485e-06,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,mixed_MPa,-1.0,a,-0.00022113815875266012,-0.00021923820511289777,1.8999536397623488e-06,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,mixed_MPa,-1.0,x,0.0016892671724353515,0.0016888470000157208,-4.2017241963076407e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,mixed_MPa,-1.0,y,0.0004694546686312967,0.0004712925995945248,1.837930963228087e-06,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,pure_interface_normal50MPa,1.0,a,0.0009253659033620126,0.0009286879721594242,3.322068797411608e-06,0.003590005624090953,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,pure_interface_normal50MPa,1.0,x,2.3197493363233345e-17,-3.3646718887324304e-16,-3.596646822364764e-16,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,pure_interface_normal50MPa,1.0,y,-6.619164114970436e-16,-3.4621384955355714e-16,3.1570256194348645e-16,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,pure_interface_normal50MPa,-1.0,a,-0.0009238669608115882,-0.0009205165686513159,3.3503921602723004e-06,-0.0036264876896658915,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,pure_interface_normal50MPa,-1.0,x,8.097373684916779e-17,-9.659487232221182e-16,-1.046922460071286e-15,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,pure_interface_normal50MPa,-1.0,y,-6.252685292351392e-16,-1.653394296861926e-15,-1.0281257676267869e-15,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,pure_interface_shear1_4MPa,1.0,a,2.5666641327494816e-08,8.666653708920216e-08,6.099989576170734e-08,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,pure_interface_shear1_4MPa,1.0,x,0.000330997884679464,0.0003309946228011045,-3.2618783594854685e-09,-9.854680378507119e-06,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,pure_interface_shear1_4MPa,1.0,y,6.542603251942046e-08,1.6315099630028047e-07,9.772496378086002e-08,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,pure_interface_shear1_4MPa,-1.0,a,2.5666641645438536e-08,8.666653836097705e-08,6.099989671553852e-08,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,pure_interface_shear1_4MPa,-1.0,x,-0.00033099788467924287,-0.00033099462280020473,3.2618790381418183e-09,-9.854682428867001e-06,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,pure_interface_shear1_4MPa,-1.0,y,6.542603289084112e-08,1.6315099563530932e-07,9.77249627444682e-08,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,pure_interface_shear2_4MPa,1.0,a,2.5649513699143084e-08,8.664273836565689e-08,6.09932246665138e-08,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,pure_interface_shear2_4MPa,1.0,x,3.2410875562057795e-17,-5.644240551636274e-17,-8.885328107842054e-17,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,pure_interface_shear2_4MPa,1.0,y,0.00033093245271944584,0.0003308314717215009,-1.0098099794493467e-07,-0.00030514081382804203,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,pure_interface_shear2_4MPa,-1.0,a,2.567994663641004e-08,8.669033104359158e-08,6.101038440718154e-08,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,pure_interface_shear2_4MPa,-1.0,x,-1.6207875452394907e-17,4.421537358647852e-16,4.583616113171801e-16,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,pure_interface_shear2_4MPa,-1.0,y,-0.0003310633309279491,-0.0003311577738831392,-9.444295519012201e-08,0.0002852715670003114,all components retained; relative error only on directly forced primary components
